"Model","Region","Scenario","Year","Item","Variable","value"
"GLOBIOM","WLD","SSP1","2010","WHT","AREA",206009894
"IMAGE","WLD","SSP1","2010","WHT","AREA",293651325
"IMPACT","WLD","SSP1","2010","WHT","AREA",217831380
"MAGNET","WLD","SSP1","2010","WHT","AREA",276724993.2
"MAgPIE","WLD","SSP1","2010","WHT","AREA",318530968.426152
"IMAGE","ANZ","SSP1","2010","WHT","YECC",0
"MAgPIE","ANZ","SSP1","2010","WHT","YECC",0
"IMAGE","CAN","SSP1","2010","WHT","YECC",0
"IMAGE","CHN","SSP1","2010","WHT","YECC",0
"MAgPIE","CHN","SSP1","2010","WHT","YECC",0
"IMAGE","EUR","SSP1","2010","WHT","YECC",0
"MAgPIE","EUR","SSP1","2010","WHT","YECC",0
"IMAGE","FSU","SSP1","2010","WHT","YECC",0
"MAgPIE","FSU","SSP1","2010","WHT","YECC",0
"IMAGE","IND","SSP1","2010","WHT","YECC",0
"MAgPIE","IND","SSP1","2010","WHT","YECC",0
"IMAGE","MEN","SSP1","2010","WHT","YECC",0
"MAgPIE","MEN","SSP1","2010","WHT","YECC",0
"IMAGE","OAS","SSP1","2010","WHT","YECC",0
"IMAGE","OSA","SSP1","2010","WHT","YECC",0
"IMAGE","USA","SSP1","2010","WHT","YECC",0
"IMAGE","WLD","SSP1","2010","WHT","YECC",0
"MAgPIE","WLD","SSP1","2010","WHT","YECC",0
"AIM/CGE","ANZ","SSP2","2010","WHT","AREA",13526848.6662623
"CAPRI","ANZ","SSP2","2010","WHT","AREA",11963.42016
"FARM","ANZ","SSP2","2010","WHT","AREA",12713888.82
"GCAM","ANZ","SSP2","2010","WHT","AREA",11625630.41
"GLOBIOM","ANZ","SSP2","2010","WHT","AREA",11133110
"IMAGE","ANZ","SSP2","2010","WHT","AREA",20069823.4375
"IMPACT","ANZ","SSP2","2010","WHT","AREA",12575662
"MAGNET","ANZ","SSP2","2010","WHT","AREA",24013585.94
"MAgPIE","ANZ","SSP2","2010","WHT","AREA",9963694.94478887
"AIM/CGE","CAN","SSP2","2010","WHT","AREA",10611832.77223
"CAPRI","CAN","SSP2","2010","WHT","AREA",8178.601362
"FARM","CAN","SSP2","2010","WHT","AREA",8544673.229
"GCAM","CAN","SSP2","2010","WHT","AREA",9120548.03
"GLOBIOM","CAN","SSP2","2010","WHT","AREA",12303509
"IMAGE","CAN","SSP2","2010","WHT","AREA",14430606.25
"IMPACT","CAN","SSP2","2010","WHT","AREA",9601627
"MAGNET","CAN","SSP2","2010","WHT","AREA",15943050
"AIM/CGE","CHN","SSP2","2010","WHT","AREA",21650263.6400151
"CAPRI","CHN","SSP2","2010","WHT","AREA",23584.83354
"FARM","CHN","SSP2","2010","WHT","AREA",22519969.96
"GCAM","CHN","SSP2","2010","WHT","AREA",18689553.45
"GLOBIOM","CHN","SSP2","2010","WHT","AREA",19843531
"IMAGE","CHN","SSP2","2010","WHT","AREA",23688121.875
"IMPACT","CHN","SSP2","2010","WHT","AREA",22681387
"MAGNET","CHN","SSP2","2010","WHT","AREA",18193210.94
"MAgPIE","CHN","SSP2","2010","WHT","AREA",15075533.5964293
"AIM/CGE","EUR","SSP2","2010","WHT","AREA",30337836.3015489
"CAPRI","EUR","SSP2","2010","WHT","AREA",27184.26029
"FARM","EUR","SSP2","2010","WHT","AREA",26101524.89
"GCAM","EUR","SSP2","2010","WHT","AREA",23616559.87
"GLOBIOM","EUR","SSP2","2010","WHT","AREA",28727894
"IMAGE","EUR","SSP2","2010","WHT","AREA",46708162.5
"IMPACT","EUR","SSP2","2010","WHT","AREA",27635820
"MAGNET","EUR","SSP2","2010","WHT","AREA",29595626.42
"MAgPIE","EUR","SSP2","2010","WHT","AREA",51329578.9210417
"AIM/CGE","FSU","SSP2","2010","WHT","AREA",44306415.9308779
"CAPRI","FSU","SSP2","2010","WHT","AREA",50175.4851
"FARM","FSU","SSP2","2010","WHT","AREA",44978930.78
"GCAM","FSU","SSP2","2010","WHT","AREA",39306231.95
"GLOBIOM","FSU","SSP2","2010","WHT","AREA",40827076
"IMAGE","FSU","SSP2","2010","WHT","AREA",69132406.25
"IMPACT","FSU","SSP2","2010","WHT","AREA",45913852
"MAGNET","FSU","SSP2","2010","WHT","AREA",86581015.63
"MAgPIE","FSU","SSP2","2010","WHT","AREA",85125182.1075213
"AIM/CGE","IND","SSP2","2010","WHT","AREA",28002593.9404122
"CAPRI","IND","SSP2","2010","WHT","AREA",27715.8344
"FARM","IND","SSP2","2010","WHT","AREA",27944468.53
"GCAM","IND","SSP2","2010","WHT","AREA",20602771.35
"GLOBIOM","IND","SSP2","2010","WHT","AREA",23706117
"IMAGE","IND","SSP2","2010","WHT","AREA",28661868.75
"IMPACT","IND","SSP2","2010","WHT","AREA",26897309
"MAGNET","IND","SSP2","2010","WHT","AREA",31190168.75
"MAgPIE","IND","SSP2","2010","WHT","AREA",34925783.8037932
"AIM/CGE","MEN","SSP2","2010","WHT","AREA",29499891.0992386
"CAPRI","MEN","SSP2","2010","WHT","AREA",23097.70862
"FARM","MEN","SSP2","2010","WHT","AREA",25543335.15
"GCAM","MEN","SSP2","2010","WHT","AREA",22916601.52
"GLOBIOM","MEN","SSP2","2010","WHT","AREA",25344786
"IMAGE","MEN","SSP2","2010","WHT","AREA",41964835.9375
"IMPACT","MEN","SSP2","2010","WHT","AREA",27922795
"MAGNET","MEN","SSP2","2010","WHT","AREA",29027810.94
"MAgPIE","MEN","SSP2","2010","WHT","AREA",25182531.3462558
"AIM/CGE","OAS","SSP2","2010","WHT","AREA",12595088.247861
"CAPRI","OAS","SSP2","2010","WHT","AREA",10148.90907
"FARM","OAS","SSP2","2010","WHT","AREA",11624071.95
"GCAM","OAS","SSP2","2010","WHT","AREA",10105308.33
"GLOBIOM","OAS","SSP2","2010","WHT","AREA",9280308
"IMAGE","OAS","SSP2","2010","WHT","AREA",12303549.21875
"IMPACT","OAS","SSP2","2010","WHT","AREA",11998682
"AIM/CGE","OSA","SSP2","2010","WHT","AREA",7213219.16006468
"CAPRI","OSA","SSP2","2010","WHT","AREA",5864.948027
"FARM","OSA","SSP2","2010","WHT","AREA",7603978.694
"GCAM","OSA","SSP2","2010","WHT","AREA",5642336.54
"GLOBIOM","OSA","SSP2","2010","WHT","AREA",8892117
"IMAGE","OSA","SSP2","2010","WHT","AREA",8844491.99752808
"IMPACT","OSA","SSP2","2010","WHT","AREA",7606046.9
"MAGNET","OSA","SSP2","2010","WHT","AREA",7774097.241
"AIM/CGE","USA","SSP2","2010","WHT","AREA",21131822.54163
"CAPRI","USA","SSP2","2010","WHT","AREA",19699.57687
"FARM","USA","SSP2","2010","WHT","AREA",20780093.45
"GCAM","USA","SSP2","2010","WHT","AREA",20124831.91
"GLOBIOM","USA","SSP2","2010","WHT","AREA",20881954
"IMAGE","USA","SSP2","2010","WHT","AREA",20956446.875
"IMPACT","USA","SSP2","2010","WHT","AREA",19854117
"MAGNET","USA","SSP2","2010","WHT","AREA",27778568.75
"AIM/CGE","WLD","SSP2","2010","WHT","AREA",225654448.088062
"CAPRI","WLD","SSP2","2010","WHT","AREA",212657.6757
"FARM","WLD","SSP2","2010","WHT","AREA",212682501
"GCAM","WLD","SSP2","2010","WHT","AREA",186936723.61
"GLOBIOM","WLD","SSP2","2010","WHT","AREA",206009894
"IMAGE","WLD","SSP2","2010","WHT","AREA",295134350
"IMPACT","WLD","SSP2","2010","WHT","AREA",217831390
"MAGNET","WLD","SSP2","2010","WHT","AREA",276724993.2
"MAgPIE","WLD","SSP2","2010","WHT","AREA",326086431.404918
"IMAGE","ANZ","SSP2","2010","WHT","YECC",0
"MAgPIE","ANZ","SSP2","2010","WHT","YECC",0
"IMAGE","CAN","SSP2","2010","WHT","YECC",0
"IMAGE","CHN","SSP2","2010","WHT","YECC",0
"MAgPIE","CHN","SSP2","2010","WHT","YECC",0
"IMAGE","EUR","SSP2","2010","WHT","YECC",0
"MAgPIE","EUR","SSP2","2010","WHT","YECC",0
"IMAGE","FSU","SSP2","2010","WHT","YECC",0
"MAgPIE","FSU","SSP2","2010","WHT","YECC",0
"IMAGE","IND","SSP2","2010","WHT","YECC",0
"MAgPIE","IND","SSP2","2010","WHT","YECC",0
"IMAGE","MEN","SSP2","2010","WHT","YECC",0
"MAgPIE","MEN","SSP2","2010","WHT","YECC",0
"IMAGE","OAS","SSP2","2010","WHT","YECC",0
"IMAGE","OSA","SSP2","2010","WHT","YECC",0
"IMAGE","USA","SSP2","2010","WHT","YECC",0
"IMAGE","WLD","SSP2","2010","WHT","YECC",0
"MAgPIE","WLD","SSP2","2010","WHT","YECC",0
"AIM/CGE","ANZ","SSP3","2010","WHT","AREA",13611970.5751296
"CAPRI","ANZ","SSP3","2010","WHT","AREA",11963.42016
"FARM","ANZ","SSP3","2010","WHT","AREA",12793003.97
"GCAM","ANZ","SSP3","2010","WHT","AREA",11625630.41
"GLOBIOM","ANZ","SSP3","2010","WHT","AREA",11133110
"IMAGE","ANZ","SSP3","2010","WHT","AREA",20081954.6875
"IMPACT","ANZ","SSP3","2010","WHT","AREA",12575657
"MAGNET","ANZ","SSP3","2010","WHT","AREA",24013585.94
"MAgPIE","ANZ","SSP3","2010","WHT","AREA",9929605.72712015
"AIM/CGE","CAN","SSP3","2010","WHT","AREA",10814240.9856939
"CAPRI","CAN","SSP3","2010","WHT","AREA",8178.601362
"FARM","CAN","SSP3","2010","WHT","AREA",8666882.212
"GCAM","CAN","SSP3","2010","WHT","AREA",9120548.03
"GLOBIOM","CAN","SSP3","2010","WHT","AREA",12303509
"IMAGE","CAN","SSP3","2010","WHT","AREA",14429043.75
"IMPACT","CAN","SSP3","2010","WHT","AREA",9601623
"MAGNET","CAN","SSP3","2010","WHT","AREA",15943050
"AIM/CGE","CHN","SSP3","2010","WHT","AREA",22195599.3977439
"CAPRI","CHN","SSP3","2010","WHT","AREA",23584.83354
"FARM","CHN","SSP3","2010","WHT","AREA",22655449.97
"GCAM","CHN","SSP3","2010","WHT","AREA",18689553.45
"GLOBIOM","CHN","SSP3","2010","WHT","AREA",19843544
"IMAGE","CHN","SSP3","2010","WHT","AREA",23764534.375
"IMPACT","CHN","SSP3","2010","WHT","AREA",22681373
"MAGNET","CHN","SSP3","2010","WHT","AREA",18193210.94
"MAgPIE","CHN","SSP3","2010","WHT","AREA",15919708.9704913
"AIM/CGE","EUR","SSP3","2010","WHT","AREA",30594953.4461149
"CAPRI","EUR","SSP3","2010","WHT","AREA",27184.26029
"FARM","EUR","SSP3","2010","WHT","AREA",26261176.62
"GCAM","EUR","SSP3","2010","WHT","AREA",23616559.87
"GLOBIOM","EUR","SSP3","2010","WHT","AREA",28728172
"IMAGE","EUR","SSP3","2010","WHT","AREA",46789076.5625
"IMPACT","EUR","SSP3","2010","WHT","AREA",27635809
"MAGNET","EUR","SSP3","2010","WHT","AREA",29595626.42
"MAgPIE","EUR","SSP3","2010","WHT","AREA",51950719.3159127
"AIM/CGE","FSU","SSP3","2010","WHT","AREA",45032390.4781387
"CAPRI","FSU","SSP3","2010","WHT","AREA",50175.4851
"FARM","FSU","SSP3","2010","WHT","AREA",45230247.84
"GCAM","FSU","SSP3","2010","WHT","AREA",39306231.95
"GLOBIOM","FSU","SSP3","2010","WHT","AREA",40826457
"IMAGE","FSU","SSP3","2010","WHT","AREA",69159671.875
"IMPACT","FSU","SSP3","2010","WHT","AREA",45913840
"MAGNET","FSU","SSP3","2010","WHT","AREA",86581015.63
"MAgPIE","FSU","SSP3","2010","WHT","AREA",92024526.6767628
"AIM/CGE","IND","SSP3","2010","WHT","AREA",28258755.0488237
"CAPRI","IND","SSP3","2010","WHT","AREA",27715.8344
"FARM","IND","SSP3","2010","WHT","AREA",27971078.86
"GCAM","IND","SSP3","2010","WHT","AREA",20602771.35
"GLOBIOM","IND","SSP3","2010","WHT","AREA",23706390
"IMAGE","IND","SSP3","2010","WHT","AREA",28760650
"IMPACT","IND","SSP3","2010","WHT","AREA",26897293
"MAGNET","IND","SSP3","2010","WHT","AREA",31190168.75
"MAgPIE","IND","SSP3","2010","WHT","AREA",35980683.3782641
"AIM/CGE","MEN","SSP3","2010","WHT","AREA",30225509.28723
"CAPRI","MEN","SSP3","2010","WHT","AREA",23097.70862
"FARM","MEN","SSP3","2010","WHT","AREA",25699457.22
"GCAM","MEN","SSP3","2010","WHT","AREA",22916601.52
"GLOBIOM","MEN","SSP3","2010","WHT","AREA",25344941
"IMAGE","MEN","SSP3","2010","WHT","AREA",42246087.5
"IMPACT","MEN","SSP3","2010","WHT","AREA",27922787
"MAGNET","MEN","SSP3","2010","WHT","AREA",29027810.94
"MAgPIE","MEN","SSP3","2010","WHT","AREA",26135244.661691
"AIM/CGE","OAS","SSP3","2010","WHT","AREA",12802428.9981959
"CAPRI","OAS","SSP3","2010","WHT","AREA",10148.90907
"FARM","OAS","SSP3","2010","WHT","AREA",11615701.97
"GCAM","OAS","SSP3","2010","WHT","AREA",10105308.33
"GLOBIOM","OAS","SSP3","2010","WHT","AREA",9280273
"IMAGE","OAS","SSP3","2010","WHT","AREA",12334689.0625
"IMPACT","OAS","SSP3","2010","WHT","AREA",11998677
"AIM/CGE","OSA","SSP3","2010","WHT","AREA",7299986.96609816
"CAPRI","OSA","SSP3","2010","WHT","AREA",5864.948027
"FARM","OSA","SSP3","2010","WHT","AREA",7607575.908
"GCAM","OSA","SSP3","2010","WHT","AREA",5642336.54
"GLOBIOM","OSA","SSP3","2010","WHT","AREA",8892106
"IMAGE","OSA","SSP3","2010","WHT","AREA",8920323.69384766
"IMPACT","OSA","SSP3","2010","WHT","AREA",7606043
"MAGNET","OSA","SSP3","2010","WHT","AREA",7774097.241
"AIM/CGE","USA","SSP3","2010","WHT","AREA",21312023.2302885
"CAPRI","USA","SSP3","2010","WHT","AREA",19699.57687
"FARM","USA","SSP3","2010","WHT","AREA",20900537.25
"GCAM","USA","SSP3","2010","WHT","AREA",20124831.91
"GLOBIOM","USA","SSP3","2010","WHT","AREA",20881879
"IMAGE","USA","SSP3","2010","WHT","AREA",20955478.125
"IMPACT","USA","SSP3","2010","WHT","AREA",19854102
"MAGNET","USA","SSP3","2010","WHT","AREA",27778568.75
"AIM/CGE","WLD","SSP3","2010","WHT","AREA",229129062.053025
"CAPRI","WLD","SSP3","2010","WHT","AREA",212657.6757
"FARM","WLD","SSP3","2010","WHT","AREA",213738317.1
"GCAM","WLD","SSP3","2010","WHT","AREA",186936723.61
"GLOBIOM","WLD","SSP3","2010","WHT","AREA",206009872
"IMAGE","WLD","SSP3","2010","WHT","AREA",295921500
"IMPACT","WLD","SSP3","2010","WHT","AREA",217831300
"MAGNET","WLD","SSP3","2010","WHT","AREA",276724993.2
"MAgPIE","WLD","SSP3","2010","WHT","AREA",333758479.32364
"IMAGE","ANZ","SSP3","2010","WHT","YECC",0
"MAgPIE","ANZ","SSP3","2010","WHT","YECC",0
"IMAGE","CAN","SSP3","2010","WHT","YECC",0
"IMAGE","CHN","SSP3","2010","WHT","YECC",0
"MAgPIE","CHN","SSP3","2010","WHT","YECC",0
"IMAGE","EUR","SSP3","2010","WHT","YECC",0
"MAgPIE","EUR","SSP3","2010","WHT","YECC",0
"IMAGE","FSU","SSP3","2010","WHT","YECC",0
"MAgPIE","FSU","SSP3","2010","WHT","YECC",0
"IMAGE","IND","SSP3","2010","WHT","YECC",0
"MAgPIE","IND","SSP3","2010","WHT","YECC",0
"IMAGE","MEN","SSP3","2010","WHT","YECC",0
"MAgPIE","MEN","SSP3","2010","WHT","YECC",0
"IMAGE","OAS","SSP3","2010","WHT","YECC",0
"IMAGE","OSA","SSP3","2010","WHT","YECC",0
"IMAGE","USA","SSP3","2010","WHT","YECC",0
"IMAGE","WLD","SSP3","2010","WHT","YECC",0
"MAgPIE","WLD","SSP3","2010","WHT","YECC",0
"AIM/CGE","ANZ","SSP4","2010","WHT","AREA",13531996.2981755
"FARM","ANZ","SSP4","2010","WHT","AREA",12643819.91
"GCAM","ANZ","SSP4","2010","WHT","AREA",11625630.41
"GLOBIOM","ANZ","SSP4","2010","WHT","AREA",11133110
"IMAGE","ANZ","SSP4","2010","WHT","AREA",20028646.875
"IMPACT","ANZ","SSP4","2010","WHT","AREA",12575662
"MAGNET","ANZ","SSP4","2010","WHT","AREA",24013585.94
"MAgPIE","ANZ","SSP4","2010","WHT","AREA",10034760.3981212
"AIM/CGE","CAN","SSP4","2010","WHT","AREA",10566531.9519149
"FARM","CAN","SSP4","2010","WHT","AREA",8500357.346
"GCAM","CAN","SSP4","2010","WHT","AREA",9120548.03
"GLOBIOM","CAN","SSP4","2010","WHT","AREA",12303509
"IMAGE","CAN","SSP4","2010","WHT","AREA",14398546.875
"IMPACT","CAN","SSP4","2010","WHT","AREA",9601627
"MAGNET","CAN","SSP4","2010","WHT","AREA",15943050
"AIM/CGE","CHN","SSP4","2010","WHT","AREA",21570708.4767572
"FARM","CHN","SSP4","2010","WHT","AREA",22546417.18
"GCAM","CHN","SSP4","2010","WHT","AREA",18689553.45
"GLOBIOM","CHN","SSP4","2010","WHT","AREA",19843531
"IMAGE","CHN","SSP4","2010","WHT","AREA",23942462.5
"IMPACT","CHN","SSP4","2010","WHT","AREA",22681387
"MAGNET","CHN","SSP4","2010","WHT","AREA",18193210.94
"MAgPIE","CHN","SSP4","2010","WHT","AREA",15111916.8036536
"AIM/CGE","EUR","SSP4","2010","WHT","AREA",30342743.5841157
"FARM","EUR","SSP4","2010","WHT","AREA",25942646.17
"GCAM","EUR","SSP4","2010","WHT","AREA",23616559.87
"GLOBIOM","EUR","SSP4","2010","WHT","AREA",28727894
"IMAGE","EUR","SSP4","2010","WHT","AREA",46696346.875
"IMPACT","EUR","SSP4","2010","WHT","AREA",27635820
"MAGNET","EUR","SSP4","2010","WHT","AREA",29595626.42
"MAgPIE","EUR","SSP4","2010","WHT","AREA",49272208.1893756
"AIM/CGE","FSU","SSP4","2010","WHT","AREA",44603453.540004
"FARM","FSU","SSP4","2010","WHT","AREA",44983700.59
"GCAM","FSU","SSP4","2010","WHT","AREA",39306231.95
"GLOBIOM","FSU","SSP4","2010","WHT","AREA",40827076
"IMAGE","FSU","SSP4","2010","WHT","AREA",69350681.25
"IMPACT","FSU","SSP4","2010","WHT","AREA",45913852
"MAGNET","FSU","SSP4","2010","WHT","AREA",86581015.63
"MAgPIE","FSU","SSP4","2010","WHT","AREA",76636708.2925557
"AIM/CGE","IND","SSP4","2010","WHT","AREA",27829267.6337286
"FARM","IND","SSP4","2010","WHT","AREA",27983218.55
"GCAM","IND","SSP4","2010","WHT","AREA",20602771.35
"GLOBIOM","IND","SSP4","2010","WHT","AREA",23706117
"IMAGE","IND","SSP4","2010","WHT","AREA",28810346.875
"IMPACT","IND","SSP4","2010","WHT","AREA",26897309
"MAGNET","IND","SSP4","2010","WHT","AREA",31190168.75
"MAgPIE","IND","SSP4","2010","WHT","AREA",34212223.7040581
"AIM/CGE","MEN","SSP4","2010","WHT","AREA",29983367.6915593
"FARM","MEN","SSP4","2010","WHT","AREA",25518566.08
"GCAM","MEN","SSP4","2010","WHT","AREA",22916601.52
"GLOBIOM","MEN","SSP4","2010","WHT","AREA",25344786
"IMAGE","MEN","SSP4","2010","WHT","AREA",42177457.03125
"IMPACT","MEN","SSP4","2010","WHT","AREA",27922795
"MAGNET","MEN","SSP4","2010","WHT","AREA",29027810.94
"MAgPIE","MEN","SSP4","2010","WHT","AREA",24103813.4997397
"AIM/CGE","OAS","SSP4","2010","WHT","AREA",12722461.704071
"FARM","OAS","SSP4","2010","WHT","AREA",11630282.63
"GCAM","OAS","SSP4","2010","WHT","AREA",10105308.33
"GLOBIOM","OAS","SSP4","2010","WHT","AREA",9280308
"IMAGE","OAS","SSP4","2010","WHT","AREA",12342378.125
"IMPACT","OAS","SSP4","2010","WHT","AREA",11998682
"AIM/CGE","OSA","SSP4","2010","WHT","AREA",7273721.53899421
"FARM","OSA","SSP4","2010","WHT","AREA",7598191.877
"GCAM","OSA","SSP4","2010","WHT","AREA",5642336.54
"GLOBIOM","OSA","SSP4","2010","WHT","AREA",8892117
"IMAGE","OSA","SSP4","2010","WHT","AREA",8941695.74508667
"IMPACT","OSA","SSP4","2010","WHT","AREA",7606046.9
"MAGNET","OSA","SSP4","2010","WHT","AREA",7774097.241
"AIM/CGE","USA","SSP4","2010","WHT","AREA",21046611.7985665
"FARM","USA","SSP4","2010","WHT","AREA",20733834.65
"GCAM","USA","SSP4","2010","WHT","AREA",20124831.91
"GLOBIOM","USA","SSP4","2010","WHT","AREA",20881954
"IMAGE","USA","SSP4","2010","WHT","AREA",20824631.25
"IMPACT","USA","SSP4","2010","WHT","AREA",19854117
"MAGNET","USA","SSP4","2010","WHT","AREA",27778568.75
"AIM/CGE","WLD","SSP4","2010","WHT","AREA",226300608.39324
"FARM","WLD","SSP4","2010","WHT","AREA",212398061.4
"GCAM","WLD","SSP4","2010","WHT","AREA",186936723.61
"GLOBIOM","WLD","SSP4","2010","WHT","AREA",206009894
"IMAGE","WLD","SSP4","2010","WHT","AREA",296036750
"IMPACT","WLD","SSP4","2010","WHT","AREA",217831390
"MAGNET","WLD","SSP4","2010","WHT","AREA",276724993.2
"MAgPIE","WLD","SSP4","2010","WHT","AREA",318028427.910456
"IMAGE","ANZ","SSP4","2010","WHT","YECC",0
"MAgPIE","ANZ","SSP4","2010","WHT","YECC",0
"IMAGE","CAN","SSP4","2010","WHT","YECC",0
"IMAGE","CHN","SSP4","2010","WHT","YECC",0
"MAgPIE","CHN","SSP4","2010","WHT","YECC",0
"IMAGE","EUR","SSP4","2010","WHT","YECC",0
"MAgPIE","EUR","SSP4","2010","WHT","YECC",0
"IMAGE","FSU","SSP4","2010","WHT","YECC",0
"MAgPIE","FSU","SSP4","2010","WHT","YECC",0
"IMAGE","IND","SSP4","2010","WHT","YECC",0
"MAgPIE","IND","SSP4","2010","WHT","YECC",0
"IMAGE","MEN","SSP4","2010","WHT","YECC",0
"MAgPIE","MEN","SSP4","2010","WHT","YECC",0
"IMAGE","OAS","SSP4","2010","WHT","YECC",0
"IMAGE","OSA","SSP4","2010","WHT","YECC",0
"IMAGE","USA","SSP4","2010","WHT","YECC",0
"IMAGE","WLD","SSP4","2010","WHT","YECC",0
"MAgPIE","WLD","SSP4","2010","WHT","YECC",0
"AIM/CGE","ANZ","SSP5","2010","WHT","AREA",13427067.1400654
"FARM","ANZ","SSP5","2010","WHT","AREA",12678739.6
"GCAM","ANZ","SSP5","2010","WHT","AREA",11625630.41
"GLOBIOM","ANZ","SSP5","2010","WHT","AREA",11133110
"IMAGE","ANZ","SSP5","2010","WHT","AREA",19977585.9375
"IMPACT","ANZ","SSP5","2010","WHT","AREA",12575666
"MAGNET","ANZ","SSP5","2010","WHT","AREA",24013585.94
"MAgPIE","ANZ","SSP5","2010","WHT","AREA",10061872.2418687
"AIM/CGE","CAN","SSP5","2010","WHT","AREA",10501542.0417697
"FARM","CAN","SSP5","2010","WHT","AREA",8446441.125
"GCAM","CAN","SSP5","2010","WHT","AREA",9120548.03
"GLOBIOM","CAN","SSP5","2010","WHT","AREA",12303509
"IMAGE","CAN","SSP5","2010","WHT","AREA",14371760.9375
"IMPACT","CAN","SSP5","2010","WHT","AREA",9601631.8
"MAGNET","CAN","SSP5","2010","WHT","AREA",15943050
"AIM/CGE","CHN","SSP5","2010","WHT","AREA",21344052.3316338
"FARM","CHN","SSP5","2010","WHT","AREA",22317395.1
"GCAM","CHN","SSP5","2010","WHT","AREA",18689553.45
"GLOBIOM","CHN","SSP5","2010","WHT","AREA",19843531
"IMAGE","CHN","SSP5","2010","WHT","AREA",21985470.3125
"IMPACT","CHN","SSP5","2010","WHT","AREA",22681402
"MAGNET","CHN","SSP5","2010","WHT","AREA",18193210.94
"MAgPIE","CHN","SSP5","2010","WHT","AREA",15865004.9390621
"AIM/CGE","EUR","SSP5","2010","WHT","AREA",30233972.9986705
"FARM","EUR","SSP5","2010","WHT","AREA",25932758.88
"GCAM","EUR","SSP5","2010","WHT","AREA",23616559.87
"GLOBIOM","EUR","SSP5","2010","WHT","AREA",28727894
"IMAGE","EUR","SSP5","2010","WHT","AREA",46624448.4375
"IMPACT","EUR","SSP5","2010","WHT","AREA",27635830
"MAGNET","EUR","SSP5","2010","WHT","AREA",29595626.42
"MAgPIE","EUR","SSP5","2010","WHT","AREA",49400000.0241948
"AIM/CGE","FSU","SSP5","2010","WHT","AREA",43849900.1281989
"FARM","FSU","SSP5","2010","WHT","AREA",44839649.66
"GCAM","FSU","SSP5","2010","WHT","AREA",39306231.95
"GLOBIOM","FSU","SSP5","2010","WHT","AREA",40827076
"IMAGE","FSU","SSP5","2010","WHT","AREA",69027159.375
"IMPACT","FSU","SSP5","2010","WHT","AREA",45913867
"MAGNET","FSU","SSP5","2010","WHT","AREA",86581015.63
"MAgPIE","FSU","SSP5","2010","WHT","AREA",78011618.0042528
"AIM/CGE","IND","SSP5","2010","WHT","AREA",27839485.0448498
"FARM","IND","SSP5","2010","WHT","AREA",27784444.25
"GCAM","IND","SSP5","2010","WHT","AREA",20602771.35
"GLOBIOM","IND","SSP5","2010","WHT","AREA",23706117
"IMAGE","IND","SSP5","2010","WHT","AREA",28595318.75
"IMPACT","IND","SSP5","2010","WHT","AREA",26897324
"MAGNET","IND","SSP5","2010","WHT","AREA",31190168.75
"MAgPIE","IND","SSP5","2010","WHT","AREA",34304226.4902046
"AIM/CGE","MEN","SSP5","2010","WHT","AREA",29036104.4878779
"FARM","MEN","SSP5","2010","WHT","AREA",25355755.19
"GCAM","MEN","SSP5","2010","WHT","AREA",22916601.52
"GLOBIOM","MEN","SSP5","2010","WHT","AREA",25344786
"IMAGE","MEN","SSP5","2010","WHT","AREA",41703543.75
"IMPACT","MEN","SSP5","2010","WHT","AREA",27922801
"MAGNET","MEN","SSP5","2010","WHT","AREA",29027810.94
"MAgPIE","MEN","SSP5","2010","WHT","AREA",24149917.5608083
"AIM/CGE","OAS","SSP5","2010","WHT","AREA",12479848.1922237
"FARM","OAS","SSP5","2010","WHT","AREA",11493358.61
"GCAM","OAS","SSP5","2010","WHT","AREA",10105308.33
"GLOBIOM","OAS","SSP5","2010","WHT","AREA",9280308
"IMAGE","OAS","SSP5","2010","WHT","AREA",12289792.96875
"IMPACT","OAS","SSP5","2010","WHT","AREA",11998687
"AIM/CGE","OSA","SSP5","2010","WHT","AREA",7162292.93055815
"FARM","OSA","SSP5","2010","WHT","AREA",7576485.149
"GCAM","OSA","SSP5","2010","WHT","AREA",5642336.54
"GLOBIOM","OSA","SSP5","2010","WHT","AREA",8892117
"IMAGE","OSA","SSP5","2010","WHT","AREA",8880417.72537232
"IMPACT","OSA","SSP5","2010","WHT","AREA",7606051.3
"MAGNET","OSA","SSP5","2010","WHT","AREA",7774097.241
"AIM/CGE","USA","SSP5","2010","WHT","AREA",21071373.0177479
"FARM","USA","SSP5","2010","WHT","AREA",20608309.56
"GCAM","USA","SSP5","2010","WHT","AREA",20124831.91
"GLOBIOM","USA","SSP5","2010","WHT","AREA",20881954
"IMAGE","USA","SSP5","2010","WHT","AREA",20801810.9375
"IMPACT","USA","SSP5","2010","WHT","AREA",19854133
"MAGNET","USA","SSP5","2010","WHT","AREA",27778568.75
"AIM/CGE","WLD","SSP5","2010","WHT","AREA",223623412.715232
"FARM","WLD","SSP5","2010","WHT","AREA",211307778.2
"GCAM","WLD","SSP5","2010","WHT","AREA",186936723.61
"GLOBIOM","WLD","SSP5","2010","WHT","AREA",206009894
"IMAGE","WLD","SSP5","2010","WHT","AREA",292594500
"IMPACT","WLD","SSP5","2010","WHT","AREA",217831500
"MAGNET","WLD","SSP5","2010","WHT","AREA",276724993.2
"MAgPIE","WLD","SSP5","2010","WHT","AREA",320783276.051103
